personnel_id,service_years,deployment_days,working_hours_week,night_shifts,consecutive_duty_days,leave_days,transfers_last_year,training_hours,workload_score,sleep_score,wellness_stress,mood_score,social_support,stress_risk,risk_week_1,risk_week_2,risk_week_3,risk_week_4,risk_week_5
P0988,8,44,53,5,3,2,0,10,19,78,79,51,100,0,40,43,39,47,55
P0989,7,63,59,3,8,5,1,15,43,39,36,70,74,1,40,39,36,41,36
P0990,20,34,45,8,3,3,1,9,85,80,64,69,65,1,36,27,30,30,27
P0991,9,24,50,8,3,5,1,24,74,46,51,59,96,0,34,42,35,39,50
P0992,14,0,49,4,8,11,2,26,68,53,68,89,45,1,45,42,38,47,47
P0993,5,53,56,10,7,13,0,18,80,73,44,62,65,0,28,32,33,33,19
P0994,11,35,41,2,6,4,1,23,24,59,41,38,100,0,33,31,28,10,11
P0995,14,14,59,4,7,4,1,1,72,57,63,64,65,1,45,48,48,54,55
P0996,16,41,54,13,4,2,0,2,77,61,55,76,100,0,42,38,41,46,45
P0997,14,24,38,9,5,12,0,10,46,79,32,73,80,0,34,29,24,24,15
P0998,10,25,61,5,3,11,0,12,100,54,75,73,89,1,29,43,39,41,52
P0999,25,53,70,7,7,7,0,11,62,67,63,92,90,1,45,56,49,39,48
P1000,13,6,59,7,3,1,0,1,19,62,47,50,67,0,24,29,33,39,31
P1001,21,63,63,0,9,2,0,20,65,80,39,61,59,1,28,35,44,43,48
P1002,19,4,51,2,4,8,1,27,45,81,55,93,65,0,36,35,45,50,46
P1003,14,22,35,6,5,9,1,21,79,40,61,37,50,1,41,48,37,42,40
P1004,23,84,33,5,7,0,0,20,68,84,16,67,66,1,39,39,49,33,35
P1005,4,65,52,7,5,6,0,14,47,59,56,88,67,0,35,40,49,41,59
P1006,24,40,45,11,4,13,2,6,85,72,61,87,96,1,34,35,26,24,25
P1007,22,15,42,5,5,6,2,13,75,54,1,79,77,0,36,47,42,44,48
P1008,13,25,49,2,7,13,2,27,43,74,52,79,100,0,34,37,29,39,41
P1009,19,40,56,7,3,10,0,10,55,100,62,51,30,1,32,31,37,35,39
P1010,14,39,37,5,5,3,0,9,67,70,60,90,46,0,25,42,46,45,51
P1011,7,36,46,5,5,6,1,20,51,61,64,49,61,0,30,39,45,33,41
P1012,20,37,64,5,7,6,0,20,52,65,41,50,92,0,23,32,32,39,38
P1013,7,33,40,15,5,3,0,6,59,46,27,74,65,0,42,48,45,43,45
P1014,8,3,58,0,10,3,1,10,39,90,12,60,42,0,31,34,32,28,19
P1015,13,26,46,4,5,13,1,8,18,73,70,71,63,0,28,41,48,46,47
P1016,21,60,55,6,4,3,0,12,62,52,62,75,47,1,32,34,32,42,41
P1017,10,5,60,3,5,11,0,20,22,53,71,96,43,0,24,32,37,22,25
P1018,13,33,57,10,2,5,0,6,40,68,33,75,100,0,27,33,34,28,47
P1019,2,18,58,9,2,7,0,20,26,82,64,58,61,0,40,32,26,26,25
P1020,3,41,40,6,4,9,0,13,28,51,18,79,70,0,33,28,27,28,32
P1021,2,29,60,5,8,5,0,28,66,85,31,55,65,0,39,34,30,27,26
P1022,2,73,42,6,5,9,0,14,54,67,51,83,63,0,38,42,45,41,52
P1023,22,50,52,6,4,0,1,11,53,54,61,69,53,1,39,38,31,33,34
P1024,22,7,52,6,8,9,0,16,34,61,82,74,62,0,35,41,42,44,48
P1025,21,54,54,5,9,0,0,10,46,94,43,40,73,0,48,45,49,49,49
P1026,2,19,53,7,8,6,4,0,65,47,31,32,91,0,43,41,44,28,32
P1027,2,24,42,9,3,10,1,10,57,57,30,44,83,0,36,45,54,51,61
P1028,8,46,38,1,4,9,1,10,73,82,34,96,46,0,39,32,37,33,26
P1029,15,26,58,2,10,2,0,1,75,71,92,50,84,1,35,28,21,17,14
P1030,9,59,52,0,6,2,3,11,53,56,63,80,75,1,33,28,40,42,45
P1031,13,19,60,9,4,4,0,0,25,82,70,58,56,0,40,32,15,10,7
P1032,5,23,50,7,7,8,0,10,44,83,43,64,70,0,37,41,50,56,60
P1033,19,22,37,8,8,0,0,14,56,73,48,67,77,1,44,41,42,40,43
P1034,8,24,59,0,4,7,1,13,44,59,62,94,68,0,22,22,21,11,8
P1035,2,64,47,13,6,8,1,9,39,61,38,77,75,0,44,31,29,25,26
P1036,19,53,53,4,7,6,2,11,59,72,42,74,52,0,31,35,18,9,10
P1037,23,79,44,7,2,9,0,7,100,48,35,89,100,1,25,34,35,46,42
P1038,1,92,65,9,5,8,0,12,49,88,39,58,34,0,27,32,19,14,4
P1039,11,13,42,2,2,5,0,12,58,94,49,85,77,0,40,40,47,49,48
P1040,21,40,47,4,3,0,1,6,34,64,32,82,73,0,27,32,24,22,18
P1041,18,10,51,7,4,8,0,14,80,73,54,82,78,0,33,23,26,23,23
P1042,22,19,40,17,6,3,3,14,74,86,54,66,55,1,54,53,53,54,46
P1043,11,23,53,7,4,5,1,11,73,97,44,61,87,0,32,37,48,51,49
P1044,10,13,65,12,3,9,0,29,82,91,31,54,65,0,31,45,44,45,51
P1045,18,13,46,11,5,13,2,11,50,42,50,55,47,0,33,26,23,19,19
P1046,4,35,54,7,2,7,0,10,53,63,38,53,48,0,27,30,37,24,21
P1047,6,9,30,2,6,9,0,9,89,76,49,74,69,0,36,33,26,30,31
P1048,16,58,50,10,8,1,2,5,69,61,70,64,40,1,32,40,45,30,47
P1049,17,16,47,0,5,8,0,17,18,95,23,75,98,0,36,39,30,31,25
P1050,3,105,43,12,4,7,2,7,66,92,91,76,85,1,33,31,27,24,19
P1051,13,27,60,7,6,12,2,8,48,56,47,51,98,0,27,29,27,20,13
P1052,10,40,47,0,1,5,1,8,74,66,56,51,96,1,44,37,34,39,42
P1053,13,7,48,5,6,6,2,5,65,57,33,64,61,1,45,53,50,53,45
P1054,24,79,47,9,13,11,1,0,27,65,71,56,52,1,47,50,52,41,51
P1055,2,65,33,5,5,7,1,9,63,65,45,54,21,0,34,34,32,38,39
P1056,25,45,40,9,5,3,0,18,62,82,40,95,60,0,32,19,25,23,19
P1057,12,6,59,3,7,17,1,13,65,55,36,43,97,0,23,21,27,26,23
P1058,20,43,31,1,9,3,3,23,68,29,43,100,53,0,36,28,28,25,26
P1059,11,11,43,6,7,7,2,17,85,44,56,73,63,1,38,35,34,46,45
P1060,8,73,46,6,1,8,1,16,65,53,51,84,58,1,34,32,37,42,32
P1061,20,57,66,5,6,8,0,25,58,58,47,82,73,0,35,33,33,37,31
P1062,18,40,57,11,11,6,1,11,79,71,34,78,89,0,31,34,38,38,36
P1063,4,0,45,3,7,6,0,12,98,52,33,95,41,1,33,39,46,52,57
P1064,18,14,62,7,2,6,0,12,74,50,39,51,44,0,31,40,45,54,43
P1065,19,55,43,6,6,3,0,23,62,54,57,65,92,1,30,36,34,27,38
P1066,10,67,59,0,2,16,0,12,66,51,61,54,79,1,40,34,25,19,31
P1067,24,65,38,1,8,6,1,7,63,60,64,41,63,1,40,46,50,47,54
P1068,17,0,60,6,3,9,2,16,58,59,48,57,96,1,43,42,36,39,39
P1069,9,45,46,14,5,6,0,6,97,78,56,98,44,1,33,25,19,4,15
P1070,1,62,41,8,3,6,3,16,45,53,45,65,83,0,45,42,42,36,31
P1071,17,0,48,0,4,5,3,15,79,63,13,100,66,0,31,32,33,32,29
P1072,6,38,52,0,9,1,1,11,56,60,44,100,77,1,33,36,28,29,21
P1073,19,45,46,9,5,6,2,16,31,80,40,100,26,0,44,43,42,41,40
P1074,14,31,55,6,4,5,0,2,55,66,27,98,63,0,33,29,32,22,27
P1075,12,0,45,11,2,12,1,13,48,84,37,100,80,0,37,35,34,30,30
P1076,5,30,56,2,1,2,1,9,68,51,51,73,66,0,37,43,52,50,58
P1077,18,30,54,7,2,5,1,32,60,67,25,72,88,0,38,28,21,24,15
P1078,5,34,49,9,5,3,1,13,40,59,34,73,88,0,39,33,51,60,70
P1079,11,24,46,4,7,13,1,8,84,50,79,68,51,1,49,44,50,44,46
P1080,21,27,51,4,4,4,2,2,78,67,16,70,81,0,28,37,41,41,35
P1081,24,37,55,6,9,9,0,21,87,94,44,80,50,0,32,40,27,32,39
P1082,25,49,69,8,3,11,1,10,62,55,25,61,68,1,31,30,20,21,13
P1083,24,31,58,6,4,6,0,6,57,66,33,46,78,0,32,30,22,25,18
P1084,14,28,59,10,2,1,1,14,71,48,44,74,53,0,30,34,40,36,34
P1085,6,40,75,4,7,2,2,17,48,46,28,57,80,0,41,37,40,51,47
P1086,21,0,55,1,10,10,0,16,60,56,59,59,58,1,22,16,19,13,5
P1087,21,49,54,14,1,2,0,12,55,61,75,66,57,1,35,27,27,28,22
P1088,25,38,56,4,4,9,0,13,32,62,65,62,79,0,21,24,32,30,31
P1089,17,39,41,4,8,7,2,14,60,65,68,86,53,0,43,47,43,50,46
P1090,4,61,46,6,1,9,0,14,50,43,20,65,52,0,33,43,48,39,43
P1091,13,0,45,6,6,9,1,15,54,59,43,87,85,0,38,38,36,24,20
P1092,12,0,56,4,8,3,1,20,65,76,57,71,69,1,30,24,23,20,0
P1093,22,45,48,6,5,3,0,12,81,48,65,67,42,1,37,31,47,37,45
P1094,10,38,51,6,6,10,2,6,43,63,83,71,82,1,33,40,47,45,59
P1095,9,42,60,7,9,4,1,11,52,72,69,47,60,0,20,29,25,28,23
P1096,3,27,58,0,10,0,0,17,44,56,66,73,43,1,36,40,31,25,27
P1097,21,54,49,14,5,10,0,0,43,73,100,82,24,1,24,30,27,25,21
P1098,19,60,44,5,4,3,2,0,47,45,50,84,82,0,41,46,32,52,47
P1099,2,50,60,8,3,9,1,18,54,81,42,46,52,0,40,44,35,28,32
P1100,11,32,57,0,7,13,0,23,69,73,52,44,46,1,41,39,47,52,57
P1101,12,0,36,4,2,7,0,3,64,69,30,59,78,0,30,52,43,54,53
P1102,12,56,47,3,4,11,0,13,39,85,49,90,81,0,36,26,29,39,46
P1103,23,67,51,12,5,8,3,9,81,63,13,72,54,1,33,24,19,11,7
P1104,4,53,57,4,4,13,1,10,75,59,37,56,83,1,50,36,26,39,29
P1105,8,17,58,9,6,3,0,14,42,89,46,45,100,0,44,38,41,31,32
P1106,5,54,53,3,11,7,0,3,80,96,67,57,90,1,38,28,24,24,10
P1107,7,59,55,4,5,10,2,4,64,58,70,56,87,1,41,37,31,47,42
P1108,23,75,51,5,4,6,0,10,55,66,29,83,72,0,22,31,22,27,28
P1109,24,17,44,11,8,12,1,11,64,84,90,84,59,1,25,17,17,12,0
P1110,2,33,48,0,6,5,0,4,58,67,51,51,66,0,34,35,43,42,49
P1111,16,56,50,1,9,15,1,18,68,77,53,80,74,0,28,38,28,37,28
P1112,6,39,50,0,5,15,2,9,61,80,16,78,46,1,34,37,32,37,36
P1113,5,11,33,2,4,8,0,9,52,60,36,49,54,0,40,41,39,40,42
P1114,8,48,46,3,1,9,1,14,22,74,69,67,43,0,31,30,24,24,24
P1115,5,52,51,0,1,12,0,11,67,68,51,73,71,0,27,29,35,46,56
P1116,13,40,47,3,1,2,0,18,51,50,50,71,68,0,19,25,24,31,31
P1117,25,43,48,0,6,2,0,5,72,53,53,41,56,0,26,25,32,45,46
P1118,15,32,54,2,2,12,1,2,67,58,19,70,81,0,43,35,34,24,21
P1119,19,73,40,11,8,8,0,10,52,82,46,78,49,0,38,42,49,47,53
P1120,13,16,35,8,5,6,1,12,76,82,76,93,55,0,45,40,28,29,21
P1121,1,24,47,7,4,7,1,3,62,79,70,57,80,1,35,43,51,59,70
P1122,3,38,57,2,3,0,1,2,61,75,45,59,83,0,37,36,27,22,19
P1123,7,59,65,0,7,6,1,13,56,74,79,65,53,1,41,36,44,47,56
P1124,7,2,57,1,3,4,1,7,88,72,23,73,71,0,31,38,33,29,27
P1125,22,7,37,6,3,11,2,2,45,74,29,70,54,0,32,39,41,45,49
P1126,22,0,48,9,8,11,0,19,52,75,85,78,64,0,40,30,35,30,38
P1127,22,39,52,10,6,9,0,8,36,47,60,50,69,1,26,28,28,8,14
P1128,16,11,52,9,4,9,2,20,71,56,42,74,77,0,38,31,16,0,0
P1129,14,29,55,3,7,1,0,12,48,53,47,56,72,0,43,51,56,71,76
P1130,17,54,42,6,5,9,1,14,50,85,32,66,72,0,43,40,37,42,42
P1131,11,23,51,5,6,10,0,11,49,93,54,95,49,0,36,20,14,0,0
P1132,17,44,54,5,3,12,0,0,59,35,52,46,74,0,37,34,35,42,36
P1133,20,31,57,14,10,15,1,4,35,91,48,64,76,1,35,33,39,45,50
P1134,20,54,43,0,4,0,1,11,18,69,25,48,79,0,38,25,28,23,17
P1135,16,49,47,5,9,5,0,15,66,83,53,70,55,0,30,33,29,27,21
P1136,2,21,30,11,5,4,1,0,20,76,37,85,83,0,29,33,32,29,29
P1137,19,34,44,0,7,8,0,12,73,90,28,71,45,0,35,39,34,35,43
P1138,10,63,45,3,7,7,0,4,86,71,73,66,60,1,45,40,42,42,34
P1139,19,47,41,4,8,6,2,14,55,48,91,89,62,0,12,18,26,38,38
P1140,14,4,51,5,3,11,0,12,81,66,87,73,46,1,36,48,41,41,53
P1141,23,54,49,0,8,3,1,17,58,76,61,81,62,0,30,33,21,28,32
P1142,9,12,30,8,10,3,1,19,87,65,43,79,71,1,42,26,27,23,11
P1143,24,72,52,9,4,3,0,15,50,78,47,22,36,1,46,36,44,37,41
P1144,22,63,42,8,5,6,1,18,15,67,56,67,60,1,48,41,43,56,55
P1145,9,45,54,3,4,2,0,10,57,59,40,51,37,0,33,36,28,42,32
P1146,13,42,38,6,4,7,1,32,89,52,74,55,100,0,34,22,35,35,40
P1147,14,33,50,2,9,6,1,3,68,62,7,92,71,0,33,33,35,40,46
P1148,20,54,47,5,2,4,0,8,49,71,42,62,69,0,36,41,46,41,46
P1149,18,29,53,15,3,10,1,18,64,39,64,98,71,0,19,14,28,20,22
P1150,22,44,51,6,9,7,0,17,75,56,31,45,77,0,46,47,41,44,47
P1151,10,59,48,1,7,11,2,15,56,38,43,51,84,0,35,45,50,62,71
P1152,13,25,36,7,10,6,2,17,100,59,60,80,40,1,42,31,26,31,15
P1153,11,23,37,1,4,7,1,0,49,86,78,63,89,0,22,23,25,38,34
P1154,23,9,45,1,5,5,0,23,76,50,22,73,88,0,37,33,44,54,59
P1155,8,12,50,2,3,7,2,11,72,79,21,66,66,0,25,9,19,1,9
P1156,15,0,45,4,5,10,1,21,45,100,29,66,65,0,32,39,44,41,60
P1157,4,56,56,10,1,5,0,0,50,90,17,63,14,0,28,38,40,51,48
P1158,22,81,47,8,7,9,2,14,76,70,19,71,46,1,42,28,18,28,16
P1159,10,72,41,8,6,4,2,8,61,81,29,78,76,0,38,42,38,46,41
P1160,9,0,47,2,5,10,0,16,64,47,73,94,87,0,35,36,37,32,38
P1161,15,55,52,4,4,5,0,14,29,44,42,65,79,0,34,33,27,37,32
P1162,13,72,53,7,3,10,0,15,70,68,49,62,66,1,38,32,38,34,29
P1163,22,27,67,3,7,7,2,5,63,74,29,60,100,0,35,42,42,54,55
P1164,14,40,44,5,2,13,1,12,57,84,61,92,84,0,35,42,37,29,36
P1165,13,0,49,8,6,2,0,11,64,59,86,79,60,1,42,35,33,34,28
P1166,3,44,54,5,10,1,1,15,51,71,30,38,100,0,53,51,41,51,47
P1167,1,12,50,7,9,5,1,19,47,70,82,37,48,1,48,48,45,44,43
P1168,10,43,45,12,1,1,0,13,54,66,55,55,42,1,24,25,16,18,13
P1169,25,1,36,5,4,1,1,3,50,67,48,72,60,1,30,40,28,29,25
P1170,23,51,45,11,6,9,0,13,97,55,56,67,54,1,35,32,26,36,33
P1171,16,63,40,8,5,7,1,30,74,72,56,76,61,0,45,41,49,51,47
P1172,16,19,34,0,2,5,3,24,41,71,85,65,81,0,37,34,42,44,55
P1173,10,11,43,2,6,5,1,0,95,61,58,90,66,0,40,42,44,38,44
P1174,5,0,41,3,5,5,0,12,50,78,59,80,67,0,22,21,22,16,13
P1175,1,32,55,3,10,14,2,19,59,83,40,69,68,0,23,19,23,14,13
P1176,9,24,55,6,4,4,1,11,74,78,65,86,28,0,46,54,46,43,47
P1177,8,1,42,8,8,2,0,9,23,52,29,42,41,0,34,41,28,36,30
P1178,5,49,48,11,2,10,0,10,54,69,50,67,60,0,35,29,33,29,30
P1179,7,27,33,7,2,6,1,16,48,54,100,70,53,0,35,32,39,43,36
P1180,1,12,46,4,7,15,0,4,62,69,0,78,63,0,27,38,31,26,33
P1181,16,25,54,0,8,5,2,20,65,54,53,41,91,1,43,38,40,41,45
P1182,24,64,57,6,3,10,2,12,57,87,53,64,66,1,36,30,29,33,32
P1183,18,52,44,6,5,11,0,5,56,80,43,74,45,0,27,28,27,23,27
P1184,12,35,59,7,2,5,1,20,77,85,44,76,54,0,38,27,23,25,24
P1185,11,53,36,14,5,4,2,1,63,84,50,87,96,1,38,44,53,56,59
P1186,8,10,39,11,7,10,1,8,59,64,43,80,93,0,34,37,33,36,29
P1187,4,39,56,9,4,9,1,8,61,62,52,67,77,1,39,33,34,26,17
P1188,15,42,65,2,4,1,1,27,91,94,38,79,40,1,36,43,50,53,59
P1189,15,27,54,4,2,2,2,7,61,66,88,65,72,1,44,37,36,36,31
P1190,1,48,50,6,3,0,0,0,49,48,43,70,74,0,31,27,31,34,35
P1191,11,19,30,3,9,9,2,8,24,83,59,81,67,0,30,36,35,31,33
P1192,7,50,32,8,5,6,1,15,32,70,35,67,57,0,33,37,40,40,37
P1193,5,51,51,7,2,6,0,17,50,91,67,74,61,0,35,25,16,4,0
P1194,18,0,47,2,4,0,1,28,56,72,63,83,56,0,34,37,38,38,39
P1195,14,67,40,11,1,3,0,22,48,68,56,79,48,0,28,32,48,50,62
P1196,16,0,51,6,2,5,1,13,64,91,27,88,90,0,42,41,44,54,48
P1197,18,23,51,0,8,4,2,6,48,45,33,100,82,0,41,26,29,22,15
P1198,25,63,58,6,5,7,0,23,42,59,82,79,62,0,29,40,42,57,68
P1199,21,30,51,7,10,9,0,9,69,55,33,61,73,1,26,24,17,19,4
P1200,16,3,61,10,5,16,2,7,83,35,61,76,74,1,31,29,23,21,16
P1201,22,12,50,5,5,7,0,9,38,81,29,76,100,0,27,36,32,43,38
P1202,12,63,49,9,7,11,0,3,62,60,68,78,82,1,48,37,46,47,46
P1203,25,0,60,7,1,4,0,9,24,82,34,92,81,0,46,34,33,36,39
P1204,20,65,41,1,6,0,1,10,31,74,29,41,68,0,19,29,34,31,20
P1205,17,37,75,0,5,6,1,17,47,77,34,92,60,0,32,37,36,44,48
P1206,23,9,53,10,9,1,0,9,78,61,37,98,91,1,33,24,25,26,28
P1207,13,24,53,11,7,7,1,3,44,57,56,77,78,0,33,32,17,10,4
P1208,19,14,55,7,2,4,1,1,43,69,49,77,53,0,38,45,45,54,49
P1209,8,59,67,12,8,0,1,13,59,82,26,64,75,0,46,42,45,48,37
P1210,25,56,57,10,4,14,2,13,59,67,47,68,81,0,32,35,48,52,62
P1211,16,0,36,9,3,5,1,8,44,57,25,79,31,0,38,41,48,41,49
P1212,20,28,63,2,5,0,0,9,94,50,61,78,51,1,37,40,45,58,70
P1213,12,17,47,13,4,11,1,15,53,71,65,80,73,0,25,28,30,25,25
P1214,22,69,51,8,9,4,3,22,60,60,48,78,34,1,41,47,40,38,44
P1215,2,6,38,4,6,11,1,7,51,67,53,82,37,0,30,35,39,39,48
P1216,3,77,55,3,6,4,0,13,66,64,83,81,62,1,32,35,30,26,24
P1217,13,37,44,7,7,5,0,19,80,61,45,52,75,0,44,45,39,46,58
P1218,19,10,51,0,8,8,3,7,88,72,29,81,76,0,31,20,15,0,0
P1219,21,22,47,9,7,9,0,12,44,76,60,98,94,0,40,43,38,32,41
P1220,12,19,67,2,9,10,1,12,78,97,25,68,68,0,28,40,27,40,36
P1221,17,7,68,7,7,7,1,3,68,79,44,92,61,1,40,37,30,31,28
P1222,14,40,50,4,5,9,0,13,76,92,36,53,45,0,41,38,36,35,28
P1223,25,9,51,5,8,10,3,12,56,56,34,68,60,0,26,28,32,39,34
P1224,17,0,47,3,5,8,0,16,55,44,43,58,79,0,46,35,29,37,33
P1225,11,29,60,5,5,6,2,4,75,68,66,90,80,0,33,23,34,30,34
P1226,25,0,47,14,9,1,1,12,75,81,70,94,71,0,40,36,33,32,34
P1227,3,20,46,12,9,9,0,22,86,79,67,66,76,0,38,36,42,39,42
P1228,25,16,59,7,5,7,2,27,62,86,55,87,89,0,34,38,40,50,58
P1229,4,17,45,6,4,5,0,21,56,30,43,94,68,0,32,36,42,39,31
P1230,8,86,50,9,9,12,2,4,14,87,1,67,90,0,28,35,41,44,53
P1231,21,39,36,11,7,1,0,15,29,73,55,70,55,0,28,37,31,27,33
P1232,19,44,56,3,6,14,3,9,51,45,2,80,66,0,48,40,42,38,33
P1233,25,0,67,6,4,7,3,14,38,79,10,55,59,0,26,25,21,27,30
P1234,19,22,56,0,6,8,1,7,73,71,45,70,80,0,37,33,35,35,39
P1235,16,43,63,10,5,5,1,0,34,74,53,100,50,0,36,45,52,47,50
P1236,9,13,42,14,3,0,0,10,49,83,39,60,62,0,37,41,36,41,34
P1237,1,60,52,6,5,6,0,17,50,74,79,82,35,0,39,28,27,21,30
P1238,4,9,42,0,6,8,1,14,80,46,57,76,77,0,37,30,31,31,34
P1239,8,31,48,8,4,10,1,15,47,66,43,65,88,0,28,37,31,23,7
P1240,2,24,57,2,7,6,0,14,66,44,76,72,82,1,40,31,35,37,35
P1241,13,42,51,3,8,0,0,15,62,78,79,96,81,0,25,31,22,32,26
P1242,20,23,37,9,7,1,2,16,74,89,58,77,81,0,28,31,51,54,55
P1243,25,31,38,7,4,15,1,10,73,49,32,79,79,0,42,50,48,53,59
P1244,13,32,38,4,7,3,3,13,57,58,37,94,77,0,18,21,12,10,5
P1245,22,20,54,3,5,13,1,24,27,55,19,63,79,0,34,37,33,35,34
P1246,25,50,69,7,2,3,0,13,54,61,47,51,56,0,31,32,32,31,35
P1247,22,44,62,4,7,6,0,12,58,74,27,96,64,0,36,39,29,29,33
P1248,12,36,33,2,5,10,0,13,63,61,41,70,68,1,27,31,27,27,26
P1249,9,28,63,5,11,4,0,10,45,78,53,82,61,1,34,52,39,33,31
P1250,25,57,58,7,9,13,1,9,79,84,8,56,40,1,40,38,45,57,71
P1251,7,32,36,5,7,7,2,13,58,85,23,74,46,0,53,41,51,44,39
P1252,11,31,47,0,6,9,1,8,41,51,38,50,71,0,35,38,40,47,36
P1253,2,41,60,10,5,6,0,11,50,89,47,69,82,0,38,30,22,3,0
P1254,20,79,55,0,2,10,0,6,93,90,38,58,67,0,25,34,35,42,38
P1255,17,6,38,4,1,13,1,13,70,91,43,54,100,1,39,42,52,55,61
P1256,3,56,55,4,3,6,3,16,77,66,34,63,51,0,40,32,33,22,22
P1257,6,0,31,7,5,14,2,11,39,57,19,31,75,0,32,35,24,21,24
P1258,14,43,48,8,1,5,2,0,46,53,37,49,89,0,40,36,43,45,46
P1259,14,76,60,11,4,10,0,16,46,51,44,81,85,1,47,45,41,39,45
P1260,21,50,50,3,4,9,0,13,61,68,42,74,78,0,41,32,43,45,38
P1261,7,42,46,8,4,3,1,5,55,81,50,51,85,0,34,30,25,33,26
P1262,24,25,58,7,3,8,1,17,49,88,56,77,68,0,31,42,47,46,63
P1263,12,39,59,0,4,7,3,2,51,61,62,54,95,1,34,32,28,37,22
P1264,21,32,62,14,9,4,0,19,44,67,35,80,89,0,39,42,51,69,88
P1265,6,19,58,0,7,8,1,12,55,66,16,66,53,0,25,34,34,31,42
P1266,1,31,60,8,4,8,2,0,78,58,73,63,72,1,38,37,52,44,46
P1267,2,43,57,8,5,7,1,13,31,79,56,67,41,0,35,29,24,18,14
P1268,10,20,52,7,5,7,1,9,64,73,29,100,93,0,36,41,46,50,55
P1269,24,19,51,4,3,7,1,8,83,70,54,56,71,1,30,33,41,33,41
P1270,2,5,48,9,3,6,1,7,55,73,69,72,90,0,37,30,14,7,0
P1271,10,47,39,0,8,8,1,11,48,77,83,81,65,0,30,30,23,18,18
P1272,3,51,41,6,4,4,0,9,75,77,53,53,35,0,41,46,44,51,50
P1273,24,44,47,4,2,18,1,0,40,55,69,42,100,0,33,28,35,34,47
P1274,17,61,52,3,5,1,0,21,58,81,24,58,69,0,35,40,34,34,36
P1275,20,40,63,8,5,5,0,10,39,72,47,80,50,0,46,49,56,67,67
P1276,18,47,50,10,1,5,0,7,24,61,41,63,86,0,37,31,28,28,22
P1277,17,45,59,5,5,15,3,4,55,72,55,64,100,1,39,42,39,41,35
P1278,20,36,60,9,7,2,2,17,35,73,80,83,64,1,25,38,25,25,23
P1279,1,25,48,6,6,9,0,3,58,84,53,55,65,1,43,43,46,48,53
P1280,22,91,55,2,11,8,2,13,78,52,29,67,71,0,27,17,16,10,0
P1281,19,27,48,5,8,8,1,8,91,88,23,44,48,1,37,41,29,28,23
P1282,19,22,62,5,9,12,0,8,60,68,81,73,55,1,44,35,27,23,17
P1283,10,48,56,3,12,12,1,4,76,60,58,72,97,1,41,43,36,31,40
P1284,21,44,39,8,7,5,2,8,65,60,57,81,65,0,34,37,35,35,34
P1285,10,4,51,7,5,8,2,12,51,53,41,50,53,0,28,38,32,37,41
P1286,2,65,65,0,7,0,1,14,23,42,53,65,59,1,43,33,38,33,32
P1287,23,36,48,0,4,7,0,7,87,78,28,48,85,0,30,29,40,41,44
P1288,6,11,54,8,5,4,0,11,39,98,56,64,33,0,28,30,21,31,21
P1289,3,67,55,3,3,6,0,18,83,44,25,92,71,1,32,40,48,52,61
P1290,16,53,41,7,6,0,0,0,68,54,41,63,100,1,32,34,40,31,33
P1291,6,8,55,9,3,9,1,12,40,79,35,46,100,0,35,19,8,0,0
P1292,22,81,37,1,3,0,1,5,64,67,0,57,77,0,32,43,41,46,47
P1293,12,54,44,0,6,8,1,5,96,81,41,42,89,0,38,37,36,34,13
P1294,1,38,60,13,5,2,2,14,86,66,30,47,89,1,32,31,25,25,25
P1295,24,76,53,7,1,4,1,8,49,59,44,79,65,0,34,29,33,37,41
P1296,13,42,47,4,1,12,2,3,45,65,48,45,83,0,32,36,22,26,13
P1297,7,37,54,2,2,9,0,21,60,32,83,73,97,1,37,35,38,36,38
P1298,17,22,49,4,3,12,0,18,55,51,54,68,46,0,37,37,32,33,43
P1299,14,52,50,1,6,13,2,0,80,82,55,59,77,1,35,22,31,32,34
P1300,1,49,56,10,6,4,0,2,71,86,58,72,73,0,43,33,27,19,24
P1301,19,38,43,3,8,13,0,16,28,89,65,53,69,0,37,38,49,48,44
P1302,11,19,50,10,7,1,1,10,66,75,57,81,67,1,25,22,15,21,4
P1303,18,41,47,4,8,10,0,23,55,34,54,57,71,0,32,31,19,18,15
P1304,23,36,36,2,7,5,1,16,59,58,62,62,72,0,28,29,22,21,29
P1305,16,6,42,4,6,3,1,14,62,88,0,60,86,0,30,38,42,38,40
P1306,17,3,64,0,8,9,1,5,80,92,90,79,75,1,30,26,27,27,20
P1307,7,52,53,6,7,11,0,15,76,88,80,77,64,1,37,37,53,60,55
P1308,6,0,38,5,6,11,0,3,45,64,52,26,53,0,31,34,34,42,38
P1309,11,43,36,9,8,8,3,21,57,48,20,72,59,0,31,38,32,29,38
P1310,22,27,49,0,1,8,0,15,50,67,72,40,71,0,31,31,44,35,36
P1311,14,69,64,11,4,9,0,6,28,68,34,63,55,0,36,43,41,52,52
P1312,9,26,48,9,4,8,2,18,56,91,59,66,83,0,40,44,39,41,35
P1313,20,54,62,11,8,9,1,28,91,71,22,62,74,0,40,31,20,14,8
P1314,22,28,53,6,9,8,1,10,27,68,93,76,86,1,20,31,36,39,40
P1315,23,41,54,10,1,10,0,16,58,69,19,80,56,0,38,37,42,34,39
P1316,8,56,38,0,9,0,2,9,57,74,49,56,53,0,34,40,41,50,54
P1317,18,27,58,9,2,6,0,13,63,77,6,55,86,0,39,35,29,33,26
